|datasheet_id|line|button|description|Unnamed: 4
229|310|1|•|"1 Wolf Scout’s boltgun and bolt pistol can be  replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol and 1 power weapon</li><li>1 plasma pistol and 1 boltgun</li></ul>"|
230|310|2|•|"1 Wolf Scout’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grav-gun</li><li>1 heavy bolter</li><li>1 meltagun</li><li>1 missile launcher</li><li>1 plasma gun</li></ul>"|
231|310|3|•|"Any number of models can each have their boltgun replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Astartes shotgun</li><li>1 combat knife</li></ul>"|
232|310|4|•|"The Wolf Scout Pack Leader’s bolt pistol and boltgun can be replaced with with 1 twin lightning claws, or two different weapons from the following list:*<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 boltgun</li><li>1 combi-weapon</li><li>1 grav-pistol</li><li>1 hand flamer</li><li>1 inferno pistol</li><li>1 plasma pistol</li><li>1 storm bolter</li><li>1 Astartes chainsword</li><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer.</li></ul>"|
233|310|5|*|* This model can only be equipped with two ranged weapons if one of them is a Pistol (and it can only have one Pistol)|
234|311|1|•|Any number of models can each have their death totem replaced with 1 stormfrag auto-launcher.|
235|315|1|•|"Any number of models can have their bolt pistol replaced with one of the following:<ul style=""list-style-type:circle""><li>1 boltgun</li><li>1 combi-weapon</li><li>1 plasma pistol</li><li>1 storm bolter</li><li>1 storm shield</li></ul>"|
236|318|1|•|Any number of models can each have their storm bolter replaced with 1 storm shield.|
237|318|2|•|For every 5 models in this unit, 1 Wolf Guard Terminator can replace its storm bolter and master-crafted power weapon with 1 assault cannon and 1 powerfist.|
238|318|3|•|"The Wolf Guard Terminator Pack Leader’s storm bolter and master-crafted power weapon can be replaced with 1 of the following:<ul style=""list-style-type:circle""><li>1 relic greataxe</li><li>1 twin lightning claws</li></ul>"|
239|321|1|•|"This model’s 2 skyhammer missile launchers can replaced with one of the following:<ul style=""list-style-type:circle""><li>2 twin heavy bolters</li><li>2 twin multi-meltas</li></ul>"|
240|322|1|•|"Any number of models can each have their bolt pistol replaced with one of the following:<ul style=""list-style-type:circle""><li>1 boltgun</li><li>1 storm shield</li></ul>"|
241|322|2|•|For every 3 models in this unit, one model’s bolt pistol can be replaced with 1 plasma pistol.|
242|324|1|•|"The Skyclaw Pack Leader’s Astartes chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
243|324|2|•|The Skyclaw Pack Leader’s bolt pistol can be replaced with 1 plasma pistol.|
244|324|3|•|"Up to 2 Skyclaws can each have their bolt pistol and Astartes chainsword replaced with one of the following:<ul style=""list-style-type:circle""><li>1 plasma pistol and 1 Astartes chainsword</li><li>1 flamer and 1 close combat weapon</li><li>1 grav-gun and 1 close combat weapon</li><li>1 meltagun and 1 close combat weapon</li><li>1 plasma gun and 1 close combat weapon</li></ul>"|
245|325|1|•|"This model’s 2 skyhammer missile launchers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 twin multi-meltas</li><li>2 twin heavy bolters</li></ul>"|
246|325|2|•|This model’s twin stormstrike missile launcher can be replaced with 1 twin lascannon.|
247|326|1|•|"Any number of Long Fangs can each have their boltgun replaced with one of the following:<ul style=""list-style-type:circle""><li>1 grav-cannon</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 multi-melta</li><li>1 plasma cannon</li></ul>"|
248|326|2|•|"The Long Fang Pack Leader’s boltgun can be replace with one of the following<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grav-gun</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 plasma pistol</li></ul>"|
249|326|3|•|"The Long Fang Pack Leader’s close combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Astartes chainsword</li><li>1 power fist</li><li>1 power weapon</li></ul>"|
250|358|1|•|This model’s twin assault cannon can be replaced with 1 twin lascannon.|
251|358|2|•|This model’s 2 Blackstar rocket launchers can be replaced with 2 stormstrike missile launchers.|
252|358|3|•|This model can be equipped with 1 hurricane bolter.|
253|358|4|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 auspex array</li><li>1 infernum halo-launcher</li></ul>"|
254|373|1|•||
255|375|1|•|"This model’s storm bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator</li><li>1 psilencer</li><li>1 psycannon</li></ul>"|
256|376|1|•|"This model’s storm bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator</li><li>1 psilencer</li><li>1 psycannon</li></ul>"|
257|377|1|•||
258|381|1|•|"For every 5 models in this unit, 1 Grey Knight’s storm bolter and Nemesis force weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>"|
259|382|1|•|"For every 5 models in this unit, 1 Terminator’s storm bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator</li><li>1 psilencer</li><li>1 psycannon</li></ul>"|
260|382|2|•|1 Terminator can have its storm bolter replaced with 1 Apothecary’s narthecium.|
261|382|3|•|"1 Terminator’s storm bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator and 1 Ancient’s banner</li><li>1 psilencer and 1 Ancient’s banner</li><li>1 psycannon and 1 Ancient’s banner</li><li>1 storm bolter and 1 Ancient’s banner*</li></ul>"|
262|382|4|*|* That model’s storm bolter cannot be replaced.|
263|383|1|•|"For every 5 models in this unit, up to 2 Purifiers can each have their storm bolter and Nemesis force weapon replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>"|
264|384|1|•|"For every 5 models in this unit, up to 2 Paladins can each have their storm bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator</li><li>1 psilencer</li><li>1 psycannon</li></ul>"|
265|384|2|•|1 Paladin can have its storm bolter replaced with 1 Apothecary’s narthecium.|
266|384|3|•|"1 Paladin’s storm bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator and 1 Ancient’s banner</li><li>1 psilencer and 1 Ancient’s banner</li><li>1 psycannon and 1 Ancient’s banner</li><li>1 storm bolter and 1 Ancient’s banner*</li></ul>"|
267|384|4|*|* That model’s storm bolter cannot be replaced.|
268|387|1|•|"For every 5 models in this unit, 1 Interceptor’s storm bolter and Nemesis force weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>"|
269|388|1|•|"Up to 4 Purgators can each have their storm bolter and Nemesis force weapon replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>"|
270|389|1|•|"This model’s dreadfists can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Nemesis daemon greathammer</li><li>1 Nemesis greatsword</li></ul>"|
271|389|2|•|"This model can be equipped with up to two of the following, but cannot take duplicates:<ul style=""list-style-type:circle""><li>1 gatling psilencer</li><li>1 heavy incinerator</li><li>1 heavy psycannon</li></ul>"|
272|390|1|•|"This model’s assault cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy plasma cannon</li><li>1 multi-melta</li><li>1 twin lascannon</li></ul>"|
273|390|2|•|"This model’s assault cannon, storm bolter and Dreadnought combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy psycannon, 1 storm bolter and 1 Nemesis doomglaive</li><li>1 heavy psycannon, 1 incinerator and 1 Nemesis doomglaive</li></ul>"|
274|390|3|•|"This model’s storm bolter and Dreadnought combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 missile launcher and 1 armoured feet</li><li>1 heavy flamer and 1 Dreadnought combat weapon</li></ul>"|
275|391|1|•|This model can be equipped with 1 hunter-killer missile.|
276|391|2|•|This model can be equipped with 1 multi-melta.|
277|391|3|•|This model can be equipped with 1 storm bolter.|
278|392|1|•|This model can be equipped with 1 hunter-killer missile.|
279|392|2|•|This model can be equipped with 1 multi-melta.|
280|392|3|•|This model can be equipped with 1 storm bolter.|
281|393|1|•|This model can be equipped with 1 hunter-killer missile.|
282|393|2|•|This model can be equipped with 1 multi-melta.|
283|393|3|•|This model can be equipped with 1 storm bolter.|
284|395|1|•|This model can be equipped with 1 hunter-killer missile.|
285|395|2|•|This model can be equipped with 1 storm bolter.|
286|395|3|•|This model’s twin heavy bolter can be replaced with 1 twin lascannon.|
287|396|1|•|This model can be equipped with 1 hunter-killer missile.|
288|396|2|•|This model can be equipped with 1 additional storm bolter.|
289|397|1|•|"Up to 2 models can each have their Servitor’s servo-arm replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter and 1 Servitor’s tools</li><li>1 multi-melta and 1 Servitor’s tools</li><li>1 plasma cannon and 1 Servitor’s tools</li></ul>"|
290|398|1|•|This model can be equipped with 2 hurricane bolters.|
291|398|2|•|"This model’s twin assault cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin heavy plasma cannon</li><li>1 twin lascannon</li></ul>"|
292|398|3|•|"This model’s typhoon missile launcher can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin heavy bolter</li><li>1 twin multi-melta</li></ul>"|
293|400|1|•|"This model’s assault cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy plasma cannon</li><li>1 twin lascannon</li></ul>"|
294|400|2|•|This model’s storm bolter can be replaced with 1 heavy flamer.|
295|402|1|•|"This model’s high-output burst cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 burst cannon</li><li>1 cyclic ion blaster*</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system*</li></ul>"|
296|402|2|•|"This model can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00289"" data-tooltip-content=""#tooltip_content00289""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00289"" data-tooltip-content=""#tooltip_content00289""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00289"" data-tooltip-content=""#tooltip_content00289""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"|
297|402|3|•|"This model can be equipped with up to three of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 burst cannon</li><li>1 cyclic ion blaster*</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system* </li></ul>"|
298|402|4|*|* This model cannot have duplicates of these pieces of wargear.|
299|403|1|•||
300|404|1|•|This model can be equipped with 1 hover drone.|
301|404|2|•|"This model can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00289"" data-tooltip-content=""#tooltip_content00289""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00289"" data-tooltip-content=""#tooltip_content00289""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00289"" data-tooltip-content=""#tooltip_content00289""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"|
302|405|1|•|"This model can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00289"" data-tooltip-content=""#tooltip_content00289""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00289"" data-tooltip-content=""#tooltip_content00289""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00289"" data-tooltip-content=""#tooltip_content00289""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"|
