|datasheet_id|line|name|M|T|Sv|inv_sv|inv_sv_descr|W|Ld|OC|base_size|base_size_descr|Unnamed: 13
1314|3631|1|Kratos|"10"""|12|2+|-||18|6+|6|Use model||
1315|3632|1|Kratos|"10"""|12|2+|-||18|6+|6|Use model||
1316|3633|1|Kratos|"10"""|12|2+|-||18|6+|6|Use model||
1317|3634|1|Kratos|"10"""|12|2+|-||18|6+|6|Use model||
1318|3635|1|Sokar-pattern Stormbird|"20+"""|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
1319|3636|1|Sokar-pattern Stormbird|"20+"""|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
1320|3637|1|Sokar-pattern Stormbird|"20+"""|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
1321|3638|1|Sokar-pattern Stormbird|"20+"""|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
1322|3639|1|Sicaran Battle Tank|"10"""|11|2+|-||14|6+|4|Use model||
1323|3640|1|Sicaran Battle Tank|"10"""|11|2+|-||14|6+|4|Use model||
1324|3641|1|Sicaran Battle Tank|"10"""|11|2+|-||14|6+|4|Use model||
1325|3642|1|Sicaran Battle Tank|"10"""|11|2+|-||14|6+|4|Use model||
1326|3643|1|Mastodon|"9"""|14|2+|-||30|6+|12|Use model||
1327|3644|1|Mastodon|"9"""|14|2+|-||30|6+|12|Use model||
1328|3645|1|Mastodon|"9"""|14|2+|-||30|6+|12|Use model||
1329|3646|1|Mastodon|"9"""|14|2+|-||30|6+|12|Use model||
1330|3647|1|Leviathan Dreadnought|"8"""|10|2+|5||12|6+|4|80mm||
1331|3648|1|Leviathan Dreadnought|"8"""|10|2+|5||12|6+|4|80mm||
1332|3649|1|Leviathan Dreadnought|"8"""|10|2+|5||12|6+|4|80mm||
1333|3650|1|Leviathan Dreadnought|"8"""|10|2+|5||12|6+|4|80mm||
1334|3651|1|Fellblade|"9"""|13|2+|-||24|6+|8|Use model||
1335|3652|1|Fellblade|"9"""|13|2+|-||24|6+|8|Use model||
1336|3653|1|Fellblade|"9"""|13|2+|-||24|6+|8|Use model||
1337|3654|1|Fellblade|"9"""|13|2+|-||24|6+|8|Use model||
1338|3655|1|Relic Contemptor Dreadnought|"6"""|9|2+|5||10|6+|3|60mm||
1339|3656|1|Relic Contemptor Dreadnought|"6"""|9|2+|5||10|6+|3|60mm||
1340|3657|1|Relic Contemptor Dreadnought|"6"""|9|2+|5||10|6+|3|60mm||
1341|3658|1|Relic Contemptor Dreadnought|"6"""|9|2+|5||10|6+|3|60mm||
1342|3659|1|Whirlwind Scorpius|"10"""|10|3+|-||11|6+|3|Use model||
1343|3660|1|Whirlwind Scorpius|"10"""|10|3+|-||11|6+|3|Use model||
1344|3661|1|Whirlwind Scorpius|"10"""|10|3+|-||11|6+|3|Use model||
1345|3662|1|Whirlwind Scorpius|"10"""|10|3+|-||11|6+|3|Use model||
1346|3663|1|Xiphon Interceptor|"20+"""|9|3+|-||12|6+|0|120 x 92mm flying base||
1347|3664|1|Xiphon Interceptor|"20+"""|9|3+|-||12|6+|0|120 x 92mm flying base||
1348|3665|1|Xiphon Interceptor|"20+"""|9|3+|-||12|6+|0|120 x 92mm flying base||
1349|3666|1|Xiphon Interceptor|"20+"""|9|3+|-||12|6+|0|120 x 92mm flying base||
1350|3667|1|Rapier Carrier|"3"""|6|2+|-||6|6+|2|Use model||
1351|3668|1|Rapier Carrier|"3"""|6|2+|-||6|6+|2|Use model||
1352|3669|1|Rapier Carrier|"3"""|6|2+|-||6|6+|2|Use model||
1353|3670|1|Rapier Carrier|"3"""|6|2+|-||6|6+|2|Use model||
1354|3671|1|Storm Eagle Gunship|"20+"""|10|3+|-||18|6+|0|120 x 92mm flying base||
1355|3672|1|Storm Eagle Gunship|"20+"""|10|3+|-||18|6+|0|120 x 92mm flying base||
1356|3673|1|Storm Eagle Gunship|"20+"""|10|3+|-||18|6+|0|120 x 92mm flying base||
1357|3674|1|Storm Eagle Gunship|"20+"""|10|3+|-||18|6+|0|120 x 92mm flying base||
1358|3675|1|Sicaran Venator|"10"""|11|2+|-||14|6+|4|Use model||
1359|3676|1|Sicaran Venator|"10"""|11|2+|-||14|6+|4|Use model||
1360|3677|1|Sicaran Venator|"10"""|11|2+|-||14|6+|4|Use model||
1361|3678|1|Sicaran Venator|"10"""|11|2+|-||14|6+|4|Use model||
1362|3679|1|Typhon|"10"""|12|2+|-||18|6+|6|Use model||
1363|3680|1|Typhon|"10"""|12|2+|-||18|6+|6|Use model||
1364|3681|1|Typhon|"10"""|12|2+|-||18|6+|6|Use model||
1365|3682|1|Typhon|"10"""|12|2+|-||18|6+|6|Use model||
1366|3683|1|Sicaran Punisher|"10"""|11|2+|-||14|6+|4|Use model||
1367|3684|1|Sicaran Punisher|"10"""|11|2+|-||14|6+|4|Use model||
1368|3685|1|Sicaran Punisher|"10"""|11|2+|-||14|6+|4|Use model||
1369|3686|1|Sicaran Punisher|"10"""|11|2+|-||14|6+|4|Use model||
1370|3687|1|Falchion|"9"""|13|2+|-||24|6+|8|Use model||
1371|3688|1|Falchion|"9"""|13|2+|-||24|6+|8|Use model||
1372|3689|1|Falchion|"9"""|13|2+|-||24|6+|8|Use model||
1373|3690|1|Falchion|"9"""|13|2+|-||24|6+|8|Use model||
1374|3693|1||"5"""|5|2+|4||6|6+|1|40mm||
1375|3694|1|Sydonian Dragoons|"10"""|7|3+|5||7|7+|2|105 x 70mm||
1376|3695|1|Sydonian Skatros|"8"""|4|4+|5||4|7+|1|40mm||
1377|3698|1|Inner Circle Companions|"6"""|4|3+|-||3|6+|2|40mm||
1378|3699|1|Crisis Sunforge Battlesuits|"10"""|5|3+|4||4|7+|2|50mm||
1379|3700|1|Crisis Battlesuits|"10"""|5|3+|-||4|7+|2|50mm||
1380|3701|1|Crisis Battlesuits|"10"""|5|3+|-||4|7+|2|50mm||
1381|3702|1|Kroot Trail Shaper|"7"""|3|6+|-||3|7+|1|32mm||
1382|3703|1|Kroot War Shaper|"7"""|3|6+|-||3|7+|1|32mm||
1383|3704|1|Kroot Flesh Shaper|"7"""|3|6+|-||3|7+|1|32mm||
1384|3705|1|Kroot Lone-Spear|"12"""|5|5+|-||6|7+|2|90 x 52mm||
1385|3706|1|Krootox Rampagers|"7"""|6|5+|-||5|7+|2|50mm||
1386|3707|1|Big Mek|"6"""|5|3+|-||6|7+|1|50mm||
1387|3709|1|Ufthak Blackhawk|"6"""|5|4+|5||6|6+|1|50mm||
1388|3710|1||"6"""|5|5+|-||1|7+|1|28.5mm||
1389|3711|1|Chaos Lord|"12"""|4|3+|4||5|6+|1|40mm||
1390|3712|1|Cultist Firebrand|"6"""|4|4+|-||4|6+|1|32mm||
1391|3713|1|Cultist Mob with Firearms|"6"""|3|6+|-||1|7+|1|25mm||
1392|3714|1|Canoness|"12"""|3|3+|4||3|7+|1|32mm||
1393|3715|1|Benefictus|"6"""|3|5+|5||3|7+|1|32mm||
1394|3716|1|Acolyte Hybrids With Hand Flamers|"6"""|4|5+|-||1|7+|2|32mm||
1395|3811|1|Celestian Sacresant Aveline|"6"""|3|3+|4||4|7+|1|50mm||
1396|3812|1|Ministorum Priest|"6"""|3|6+|4||3|7+|1|32mm||
1397|3813|1|Grey Knights Terminator Squad|"5"""|5|2+|4||3|6+|2|40mm||
1398|3814|1|Watch Captain Artemis|"6"""|4|3+|4||4|6+|1|32mm||
1399|3815|1|Watch Master|"6"""|4|2+|4||5|6+|1|32mm||
1400|3816|1|Deathwatch Veterans|"6"""|4|3+|-||2|6+|2|32mm||
1401|3817|1|Corvus Blackstar|"20+"""|10|3+|-||14|6+|0|120 x 92mm flying base||
1402|3818|1|Battle Sisters Squad|"6"""|3|3+|6||1|7+|2|32mm||
1403|3819|1|Immolator|"12"""|10|3+|6||11|7+|2|Use model||
1404|3820|1|Chimera|"10"""|9|3+|-||11|7+|2|Use model||
1405|3821|1|KILL TEAM VETERAN|"6"""|4|3+|-||2|6+|2|32mm||
1406|3821|2|KILL TEAM BIKER|"12"""|5|3+|-||3|6+|2|75 x 42mm||
1407|3821|3|CHAPLAIN CASSIUS|"6"""|4|3+|4||4|5+|2|32mm||
1408|3821|4|KILL TEAM TERMINATOR|"5"""|5|2+|4||3|6+|2|40mm||
1409|3822|1|Deathwatch Terminator Squad|"5"""|5|2+|4||3|6+|1|40mm||
1410|3823|1|Veteran Bike Squad|"12"""|5|3+|-||3|6+|2|75 x 25mm||
1411|3824|1|KILL TEAM VETERANS|"6"""|4|3+|-||2|6+|1|32mm||
1412|3824|2|KILL TEAM BIKER|"12"""|5|3+|-||3|6+|2|75 x 42mm||
1413|3824|3|KILL TEAM TERMINATOR|"5"""|5|2+|4|* Kill Team Terminator models only.|3|6+|1|40mm||
1414|3825|1|KILL TEAM INTERCESSOR|"6"""|4|3+|-||2|6+|1|32mm||
1415|3825|2|KILL TEAM OUTRIDER|"12"""|5|3+|-||4|6+|2|90 x 52mm||
1416|3826|1|Indomitor Kill Team|"5"""|6|3+|-||3|6+|1|40mm||
1417|3827|1|Spectrus Kill Team|"6"""|4|3+|-||2|6+|1|32mm|Kill Team Infiltrators with bolt sniper rifles 40mm|
1418|3828|1|Daemonhost|"6"""|3|5+|5||3|7+|0|25mm||
1419|3829|1|Jokaero Weaponsmith|"6"""|3|5+|4||2|7+|0|25mm||
1420|3830|1|Imperial Rhino|"12"""|9|3+|-||10|6+|2|Use model||
1421|3831|1|Captain|"6"""|4|3+|4||5|6+|1|40mm||
1422|3832|1|Death Company Captain|"6"""|4|3+|4||5|6+|1|40mm||
1423|3833|1|Death Company Captain|"12"""|4|3+|4||5|6+|1|40mm||
1424|3834|1|Tempestus Aquilons|"6"""|3|4+|-||1|7+|1|28.5mm||
1425|3835|1|Death Company Dreadnought with Magna-grapple|"8"""|9|2+|-||8|6+|3|90mm||
1426|3836|1|Death Company Marines with Boltguns|"6"""|4|3+|-||2|6+|1|32mm||
1427|3837|1|Death Company Marines with Boltguns and Jump Packs|"12"""|4|3+|-||2|6+|1|32mm||
1428|3838|1|Lieutenant Titus|"6"""|4|3+|-||5|6+|1|40mm||
1429|3839|1|Tech-priest Dominus|"6"""|4|2+|5||4|7+|1|50mm||
1430|3840|1|Tech-priest Manipulus|"6"""|4|2+|5||4|7+|1|50mm||
1431|3841|1|Skitarii Marshal|"6"""|3|4+|5||3|6+|1|32mm||
1432|3842|1|Skitarii Rangers|"6"""|3|4+|5||1|7+|2|25mm|60 x 35mm if equipped with transuranic arquebus|
1433|3843|1|Skitarii Vanguard|"6"""|3|4+|5||1|7+|2|25mm|60 x 35mm if equipped with transuranic arquebus|
1434|3844|1|Cultist Firebrand|"6"""|4|4+|-||4|6+|1|32mm||
1435|3845|1|CULT DEMAGOGUE|"6"""|3|6+|-||4|6+|1|32mm||
1436|3845|2|OTHER MODELS|"6"""|3|6+|-||1|7+|1|28.5mm||
1437|3846|1|TRAITOR ENFORCER|"6"""|3|5+|5|* Traitor Enforcer model only.|3|6+|1|32mm||
1438|3846|2|TRAITOR OGRYN|"6"""|6|5+|-||4|7+|1|40mm||
1439|3847|1|Renegade Enforcer|"6"""|3|5+|5||3|6+|1|25mm||
1440|3848|1|Rogue Psyker|"6"""|3|5+|-||3|7+|1|32mm||
1441|3849|1|Cultist Mob|"6"""|3|6+|-||1|7+|1|25mm||
1442|3850|1|Cultist Mob with Firearms|"6"""|3|6+|-||1|7+|1|25mm||
1443|3851|1|MUTANT|"6"""|4|6+|-||1|7+|1|25mm||
1444|3851|2|TORMENT|"6"""|4|6+|-||3|7+|1|40mm||
1445|3852|1|Fellgor Beastmen|"6"""|4|5+|-||1|7+|1|32mm||
1446|3853|1|Traitor Guardsmen Squad|"6"""|3|5+|-||1|7+|2|25mm||
1447|3854|1|NIGHTMARE HULK|"5"""|5|6+|-||4|7+|1|40mm||
1448|3854|2|GELLERPOX MUTANTS|"5"""|5|6+|-||1|7+|1|25mm||
1449|3855|1|Mutoid Vermin|"8"""|2|7+|-||1|8+|0|25mm||
1450|3856|1|Negavolt Cultists|"6"""|3|7+|5||1|7+|1|32mm||
1451|3857|1|Renegade Heavy Weapons Squad|"6"""|3|5+|-||2|7+|2|40mm||
1452|3858|1|OGRYN PACK MASTER|"6"""|6|5+|-||4|7+|1|40mm||
1453|3858|2|CHAOS MAULER HOUND|"6"""|4|6+|-||1|7+|1|60 x 35mm||
1454|3859|1|Renegade Ogryn Brutes|"6"""|6|5+|-||3|7+|1|40mm||
1455|3860|1|Renegade Plague Ogryns|"5"""|7|5+|-||3|7+|1|40mm||
1456|3861|1|BREAKA BOY|"6"""|5|4+|-||2|7+|1|32mm|Nob on 40mm|
1457|3871|1|Watch Master|"6"""|4|2+|4||5|6+|1|32mm||
1458|3872|1|Watch Captain Artemis|"6"""|4|3+|4||4|6+|1|32mm||
1459|3873|1|Deathwatch Terminator Squad|"5"""|5|2+|4||3|6+|1|40mm||
1460|3874|1|KILL TEAM SERGEANT WITH JUMP PACK AND KILL TEAM INTERCESSORS WITH JUMP PACKS|"12"""|4|3+|-||2|6+|1|32mm||
1461|3874|2|KILL TEAM HEAVY INTERCESSORS WITH JUMP PACKS|"10"""|6|3+|-||3|6+|1|40mm||
1462|3875|1|KILL TEAM VETERAN|"6"""|4|3+|-||2|6+|2|32mm||
1463|3875|2|KILL TEAM BIKER|"12"""|5|3+|-||3|6+|2|75 x 42mm||
1464|3875|3|CHAPLAIN CASSIUS|"6"""|4|3+|4||4|5+|2|32mm||
1465|3875|4|KILL TEAM TERMINATOR|"5"""|5|2+|4||3|6+|2|40mm||
1466|3876|1|Legionaries|"6"""|4|3+|-||2|6+|1|32mm||
1467|3877|1|Deathleaper|"8"""|6|3+|4||7|7+|1|60mm||
1468|3878|1|Parasite Of Mortrex|"12"""|5|4+|-||5|8+|1|40mm||
1469|3879|1|Winged Hive Tyrant|"12"""|9|2+|4||10|7+|3|60mm||
1470|3880|1|Winged Tyranid Prime|"12"""|5|4+|-||6|7+|1|50mm||
1471|3881|1|Gargoyles|"12"""|3|6+|-||1|8+|2|32mm flying base||
1472|3882|1|Tyrannocyte|"8"""|9|3+|-||10|8+|2|100mm||
1473|3883|1|Lictor|"8"""|6|4+|-||6|7+|1|50mm||
1474|3884|1|Mawloc|"10"""|10|3+|-||14|8+|4|120 x 92mm||
1475|3885|1|Neurolictor|"8"""|5|4+|4||7|7+|1|50mm||
1476|3886|1|Raveners|"10"""|5|4+|-||3|8+|1|40mm||
1477|3887|1|Trygon|"10"""|10|3+|-||14|8+|4|120 x 92mm||
1478|3888|1|Von Ryan’s Leapers|"10"""|5|4+|6||3|8+|1|40mm||
1479|3889|1|LORD COMMISSAR|"6"""|3|5+|-||3|6+|1|32mm||
1480|3889|2|VETERAN GUARDSMAN|"6"""|3|5+|-||1|7+|1|25mm||
1481|3890|1|Lord Marshal Dreir|"10"""|4|4+|4||6|7+|2|75 x 42mm||
1482|3891|1|CATACHAN COMMANDER|"6"""|3|5+|-||3|7+|1|25mm||
1483|3891|2|VETERAN GUARDSMAN|"6"""|3|5+|-||1|7+|1|25mm||
1484|3892|1|Rogal Dorn Tank Commander|"10"""|12|2+|-||18|7+|5|Use model||
1485|3893|1|Krieg Combat Engineers|"6"""|3|4+|-||1|7+|1|25mm||
1486|3894|1|Catachan Heavy Weapons Squad|"6"""|3|5+|-||2|7+|2|60mm||
1487|3895|1|HEAVY WEAPONS GUNNER|"4"""|3|4+|-||2|7+|1|50mm||
1488|3895|2|FIRE COORDINATOR|"6"""|3|5+|-||1|7+|1|25mm||
1489|3896|1|Artillery Team|"3"""|7|3+|-||10|7+|3|130mm||
1490|3897|1|Artillery Team|"3"""|5|4+|-||6|7+|2|100mm||
1491|3898|1|Death Riders|"10"""|4|4+|-||2|7+|1|60 x 35mm||
1492|3909|1|Lhykhis|"12"""|3|2+|4||5|6+|1|40mm||
1493|3910|1|D-cannon Platform|"7"""|6|4+|-||5|7+|1|40mm||
1494|3911|1|Shadow Weaver Platform|"7"""|6|4+|-||5|7+|1|40mm||
1495|3912|1|Vibro Cannon Platform|"7"""|6|4+|-||5|7+|1|40mm||
1496|3913|1|Wraithknight|"12"""|12|2+|-||18|6+|10|120 x 92mm||
1497|3914|1|Ynnari Archon|"8"""|3|4+|2|* See Shadow Field ability (below)|4|6+|1|25mm||
1498|3915|1|Ynnari Succubus|"8"""|3|6+|4||4|6+|1|25mm||
1499|3916|1|Ynnari Kabalite Warriors|"8"""|3|4+|6||1|6+|2|25mm||
1500|3917|1|Ynnari Wyches|"8"""|3|6+|6|* 4+ against melee attacks only|1|6+|2|25mm||
1501|3918|1|INCUBI|"7"""|3|3+|5||1|6+|1|28.5mm||
1502|3918|2|KLAIVEX|"7"""|3|3+|5||2|6+|1|28.5mm||
1503|3919|1|Ynnari Reavers|"16"""|4|4+|6||2|6+|2|32mm flying base||
1504|3920|1|Ynnari Raider|"14"""|8|4+|6||10|6+|2|60mm flying base||
1505|3921|1|Venom|"14"""|6|4+|6||6|6+|1|60mm flying base||
1506|3922|1|MINKA LESK|"6"""|3|5+|5||3|7+|1|||
1507|3922|2|LESK’S VETERANS|"6"""|3|5+|5||2|7+|1|||
1508|3937|1|Ratlings|"6"""|2|6+|-||2|8+|2|||
1509|3938|1|Cadian Castellan|"6"""|3|5+|5||4|7+|1|28.5mm||
1510|3939|1|CADIAN COMMANDER|"6"""|3|5+|-||3|7+|1|28.5mm||
1511|3939|2|CADIAN VETERAN GUARDSMAN|"6"""|3|5+|-||1|7+|1|28.5mm||
1512|3940|1|CATACHAN COMMANDER|"6"""|3|5+|-||3|7+|1|25mm||
1513|3940|2|VETERAN GUARDSMAN|"6"""|3|5+|-||1|7+|1|25mm||
1514|3941|1|LORD COMMISSAR|"6"""|3|5+|-||3|6+|1|32mm||
1515|3941|2|VETERAN GUARDSMAN|"6"""|3|5+|-||1|7+|1|25mm||
1516|3942|1|Leman Russ Commander|"10"""|11|2+|-||13|7+|3|Use model||
1517|3943|1|Primaris Psyker|"6"""|3|5+|-||3|7+|1|32mm||
1518|3944|1|Rogal Dorn Tank Commander|"10"""|12|2+|-||18|7+|5|Use model||
1519|3945|1|Death Rider Commissar|"12"""|4|4+|5||4|6+|1|40mm||
1520|3946|1|QUARTERMASTER REVENANT|"6"""|3|4+|-||3|7+|1|25mm||
1521|3946|2|MEDICAE SERVITOR|"6"""|3|4+|-||1|8+|0|25mm||
1522|3947|1|MINKA LESK|"6"""|3|5+|5||3|7+|1|||
1523|3947|2|LESK’S VETERANS|"6"""|3|5+|5||2|7+|1|||
1524|3948|1|Cadian Shock Troops|"6"""|3|5+|-||1|7+|2|25mm||
1525|3949|1|Catachan Jungle Fighters|"6"""|3|5+|-||1|7+|2|25mm||
1526|3950|1|Death Korps Of Krieg|"6"""|3|5+|-||1|7+|2|25mm||
1527|3951|1|Chimera|"10"""|9|3+|-||11|7+|2|Use model||
1528|3952|1|Taurox|"12"""|8|3+|-||10|7+|2|Use model||
1529|3953|1|Taurox Prime|"12"""|8|3+|-||10|7+|2|Use model||
1530|3954|1|Storm Chimera|"10"""|9|3+|-||11|7+|2|Use model||
1531|3955|1|Aegis Defence Line|-|12|2+|-||10|7+|0|Use model||
1532|3956|1|Earthshaker Platform|-|8|3+|-||8|7+|2|Use model||
1533|3957|1|Hydra Platform|-|8|3+|-||8|7+|2|Use model||
1534|3958|1|Manticore Platform|-|8|3+|-||8|7+|2|Use model||
1535|3959|1|Sabre Weapons Battery|-|4|4+|-||4|7+|1|Use model||
1536|3960|1|Armoured Sentinels|"8"""|8|2+|-||7|7+|2|80mm||
1537|3961|1|Artillery Team|"3"""|7|3+|-||10|7+|3|130mm||
1538|3962|1|Attilan Rough Riders|"12"""|4|4+|-||2|7+|1|60 x 35mm||
1539|3963|1|Baneblade|"12"""|13|2+|-||24|7+|8|Use model||
1540|3964|1|Banehammer|"12"""|13|2+|-||24|7+|8|Use model||
1541|3965|1|Banesword|"12"""|13|2+|-||24|7+|8|Use model||
1542|3966|1|Basilisk|"10"""|9|3+|-||11|7+|3|Use model||
1543|3967|1|Heavy Weapons Squad|"6"""|3|5+|-||2|7+|2|50mm||
1544|3968|1|Catachan Heavy Weapons Squad|"6"""|3|5+|-||2|7+|2|60mm||
1545|3969|1|Death Riders|"10"""|4|4+|-||2|7+|1|60 x 35mm||
1546|3970|1|Deathstrike|"10"""|10|3+|-||11|7+|3|Use model||
1547|3971|1|Doomhammer|"12"""|13|2+|-||24|7+|8|Use model||
1548|3972|1|Artillery Team|"3"""|5|4+|-||6|7+|2|100mm||
1549|3973|1|Hellhammer|"12"""|13|2+|-||24|7+|8|Use model||
1550|3974|1|Hellhound|"10"""|10|2+|-||11|7+|3|Use model||
1551|3975|1|Hydra|"10"""|9|3+|-||11|7+|3|Use model||
1552|3976|1|Kasrkin|"6"""|3|4+|-||1|7+|1|28.5mm||
1553|3977|1|Krieg Combat Engineers|"6"""|3|4+|-||1|7+|1|25mm||
1554|3978|1|HEAVY WEAPONS GUNNER|"4"""|3|4+|-||2|7+|1|50mm||
1555|3978|2|FIRE COORDINATOR|"6"""|3|5+|-||1|7+|1|25mm||
1556|3979|1|Leman Russ Battle Tank|"10"""|11|2+|-||13|7+|3|Use model||
1557|3980|1|Leman Russ Demolisher|"10"""|11|2+|-||13|7+|3|Use model||
1558|3981|1|Leman Russ Eradicator|"10"""|11|2+|-||13|7+|3|Use model||
1559|3982|1|Leman Russ Executioner|"10"""|11|2+|-||13|7+|3|Use model||
1560|3983|1|Leman Russ Exterminator|"10"""|11|2+|-||13|7+|3|Use model||
1561|3984|1|Leman Russ Punisher|"10"""|11|2+|-||13|7+|3|Use model||
1562|3985|1|Leman Russ Vanquisher|"10"""|11|2+|-||13|7+|3|Use model||
1563|3986|1|Manticore|"10"""|10|3+|-||11|7+|3|Use model||
1564|3987|1|Rogal Dorn Battle Tank|"10"""|12|2+|-||18|7+|5|Use model||
1565|3988|1|Scout Sentinels|"10"""|7|3+|-||7|7+|2|80mm||
1566|3989|1|Shadowsword|"12"""|13|2+|-||24|7+|8|Use model||
1567|3990|1|Stormlord|"12"""|13|2+|-||24|7+|8|Use model||
1568|3991|1|Stormsword|"12"""|13|2+|-||24|7+|8|Use model||
1569|3992|1|Wyvern|"10"""|9|3+|-||11|7+|3|Use model||
1570|3993|1|Cyclops Demolition Vehicle|"8"""|4|3+|-||4|8+|0|Use model||
1571|3994|1|Arkurian Stormhammer|"9"""|13|2+|-||24|7+|8|Use model||
1572|3995|1|Armageddon-pattern Medusa|"10"""|9|3+|-||11|7+|3|Use model||
1573|3996|1|Atlas Recovery Vehicle|"10"""|9|3+|-||10|7+|3|Use model||
1574|3997|1|Carnodon|"12"""|10|2+|-||12|7+|3|Use model||
1575|3998|1|Centaur Light Carrier|"10"""|7|3+|-||7|7+|1|Use model||
1576|3999|1|Colossus|"10"""|10|2+|-||11|7+|3|Use model||
1577|4000|1|Crassus|"10"""|11|2+|-||18|7+|5|Use model||
1578|4001|1|GRENADIER|"6"""|3|4+|-||1|7+|2|25mm||
1579|4001|2|HEAVY WEAPONS TEAM|"6"""|3|4+|-||2|7+|1|60mm||
1580|4002|1|Dominus Armoured Siege Bombard|"9"""|13|2+|-||20|7+|8|Use model||
1581|4003|1|Earthshaker Carriage Battery|"4"""|7|4+|-||6|7+|2|Use model||
1582|4004|1|Elysian Drop Sentinel|"10"""|6|3+|-||6|7+|2|60mm||
1583|4005|1|Elysian Sniper Squad|"6"""|3|5+|-||2|7+|2|60mm||
1584|4006|1|Gorgon Heavy Transport|"9"""|13|2+|5|Against ranged attacks only|20|7+|8|Use model||
1585|4007|1|Griffon Mortar Carrier|"10"""|9|3+|-||11|7+|3|Use model||
1586|4008|1|Hades Breaching Drill|"6"""|9|3+|-||8|7+|2|Use model||
1587|4009|1|Heavy Mortar Team|"4"""|5|3+|-||4|7+|2|Use model||
1588|4010|1|Heavy Quad Launcher Team|"4"""|5|3+|-||4|7+|2|Use model||
1589|4011|1|Macharius|"9"""|13|2+|-||20|7+|8|Use model||
1590|4012|1|Macharius Omega|"9"""|13|2+|-||20|7+|8|Use model||
1591|4013|1|Macharius Vanquisher|"9"""|13|2+|-||20|7+|8|Use model||
1592|4014|1|Macharius Vulcan|"9"""|13|2+|-||20|7+|8|Use model||
1593|4015|1|Malcador|"10"""|11|2+|-||18|7+|5|Use model||
1594|4016|1|Malcador Annihilator|"10"""|11|2+|-||18|7+|5|Use model||
1595|4017|1|Malcador Defender|"10"""|11|2+|-||18|7+|5|Use model||
1596|4018|1|Malcador Infernus|"10"""|11|2+|-||18|7+|5|Use model||
1597|4019|1|Medusa Carriage Battery|"4"""|7|4+|-||6|7+|2|Use model||
1598|4020|1|Minotaur|"10"""|11|2+|-||18|7+|5|Use model||
1599|4021|1|Mukaali Riders|"8"""|6|4+|-||5|7+|2|40mm||
1600|4022|1|Munitorum Servitors|"6"""|3|4+|6||1|8+|0|25mm||
1601|4023|1|Praetor|"10"""|11|2+|-||18|7+|5|Use model||
1602|4024|1|Rapier Laser Destroyer Battery|"6"""|4|4+|-||3|7+|1|Use model||
1603|4025|1|Regimental Attachés|"6"""|3|5+|-||1|7+|1|||
1604|4026|1|Salamander Command Vehicle|"12"""|8|3+|-||10|7+|3|Use model||
1605|4027|1|Salamander Scout Vehicle|"12"""|8|3+|-||10|7+|3|Use model||
1606|4028|1|Sentinel Powerlifter|"8"""|7|3+|-||6|7+|2|Use model||
1607|4029|1|Stormblade|"9"""|13|2+|-||24|7+|8|Use model||
1608|4030|1|Stygies Destroyer Tank Hunter|"10"""|11|2+|-||13|7+|3|Use model||
1609|4031|1|Tarantula Battery|-|5|3+|-||4|7+|0|Use model||
1610|4032|1|Tauros Assault Vehicle|"12"""|6|4+|-||6|7+|2|Use model||
1611|4033|1|Tauros Venator|"12"""|6|4+|-||6|7+|2|Use model||
1612|4034|1|Trojan Support Vehicle|"10"""|9|3+|-||11|7+|2|Use model||
1613|4035|1|Valdor|"9"""|13|2+|-||20|7+|8|Use model||
1614|4036|1|Chaos Lord|"6"""|4|3+|4||5|6+|1|40mm||
1615|4037|1|Chaos Lord In Terminator Armour|"5"""|5|2+|4||6|6+|1|40mm||
1616|4038|1|Chaos Lord|"12"""|4|3+|4||5|6+|1|40mm||
1617|4039|1|Chaos Lord On Disc Of Tzeentch|"12"""|4|3+|4||6|6+|1|40mm||
1618|4040|1|Chaos Lord On Juggernaut|"10"""|6|2+|4||7|6+|2|90 x 52mm||
1619|4041|1|Chaos Lord On Palanquin Of Nurgle|"5"""|5|3+|4||8|6+|2|60mm||
1620|4042|1|Chaos Lord On Steed Of Slaanesh|"14"""|5|3+|4||6|6+|2|No official base size|Use the Chaos Daemon's Seeker base size (60 x 35mm)?|
1621|4043|1|Chaos Terminator Squad|"5"""|5|2+|4||3|6+|1|40mm||
1622|4044|1|Chosen|"6"""|4|3+|-||3|6+|1|32mm||
1623|4045|1|Cultist Firebrand|"6"""|4|4+|-||4|6+|1|32mm||
1624|4046|1|CULT DEMAGOGUE|"6"""|3|6+|-||4|6+|1|32mm||
1625|4046|2|OTHER MODELS|"6"""|3|6+|-||1|7+|1|28.5mm||
1626|4047|1|TRAITOR ENFORCER|"6"""|3|5+|5|* Traitor Enforcer model only.|3|6+|1|32mm||
1627|4047|2|TRAITOR OGRYN|"6"""|6|5+|-||4|7+|1|40mm||
1628|4048|1|Renegade Enforcer|"6"""|3|5+|5||3|6+|1|25mm||
1629|4049|1|Rogue Psyker|"6"""|3|5+|-||3|7+|1|32mm||
1630|4050|1|Cultist Mob|"6"""|3|6+|-||1|7+|1|25mm||
1631|4051|1|Cultist Mob with Firearms|"6"""|3|6+|-||1|7+|1|25mm||
1632|4052|1|MUTANT|"6"""|4|6+|-||1|7+|1|25mm||
